user,version,portal,pages
462,1,1,2
463,1,1,2
464,0,1,2
465,1,0,1
466,1,0,1
467,0,1,3
468,1,1,4
469,1,0,1
470,1,1,2
471,1,0,3
472,1,0,1
473,0,0,3
474,0,1,4
475,1,0,3
476,1,1,3
477,1,0,1
478,1,0,3
479,1,1,1
480,0,1,4
481,1,0,7
482,0,0,1
483,1,1,4
484,1,0,4
485,0,1,3
486,1,0,1
487,0,1,3
488,1,0,4
489,1,1,1
490,1,0,1
491,0,0,3
492,1,1,3
493,1,1,5
494,0,1,5
495,1,0,1
496,0,1,6
497,0,1,4
498,1,1,1
499,0,0,1
500,0,0,3
501,1,1,1
502,0,1,3
503,0,0,1
504,1,0,3
505,1,1,4
506,0,0,1
507,0,1,5
508,0,1,3
509,0,1,2
510,0,0,1
511,0,0,1
512,1,0,6
513,1,1,2
514,1,1,3
515,0,1,4
516,1,1,2
517,1,1,1
518,1,1,2
519,0,1,3
520,1,1,2
521,0,1,5
522,1,1,4
523,1,1,2
524,0,0,2
525,0,0,3
526,0,1,2
527,0,1,5
528,1,1,5
529,0,0,4
530,1,0,1
531,1,1,1
532,0,1,2
533,0,1,6
534,0,1,3
535,0,0,1
536,0,0,1
537,0,1,3
538,0,1,6
539,0,0,1
540,1,1,3
541,1,0,4
542,1,0,1
543,0,0,1
544,0,0,2
545,0,1,3
546,1,1,2
547,0,1,4
548,1,0,3
549,0,1,4
550,0,1,3
551,0,1,3
552,1,0,1
553,0,0,1
554,1,0,1
555,1,0,3
556,1,1,3
557,0,1,4
558,0,1,6
559,1,1,1
560,0,0,1
561,0,1,3
562,0,0,1
563,1,1,2
564,1,0,4
565,0,1,4
566,1,0,2
567,0,0,3
568,0,0,1
569,0,0,2
570,1,1,1
571,0,0,1
572,0,1,6
573,0,0,3
574,0,1,6
575,0,0,1
576,0,0,1
577,1,0,3
578,0,0,2
579,0,0,6
580,0,0,1
581,1,1,2
582,1,0,1
583,0,1,1
584,0,0,4
585,0,0,1
586,1,1,7
587,0,1,4
588,0,1,2
589,1,0,3
590,1,1,2
591,0,0,3
592,1,1,3
593,1,1,2
594,1,1,2
595,0,0,3
596,1,0,1
597,1,1,1
598,0,1,8
599,1,0,4
600,0,1,2
601,1,0,2
602,1,0,2
603,1,0,1
604,0,0,1
605,0,0,1
606,0,0,3
607,1,0,1
608,0,0,5
609,1,1,4
610,0,0,2
611,1,0,2
612,1,1,1
613,0,0,1
614,0,1,4
615,0,0,1
616,1,0,2
617,1,0,1
618,1,1,6
619,1,0,2
620,0,1,4
621,0,1,3
622,1,1,2
623,0,1,4
624,1,0,1
625,1,1,3
626,1,1,1
627,1,1,3
628,1,0,1
629,1,0,4
630,1,0,6
631,0,1,5
632,1,0,1
633,0,1,6
634,0,1,3
635,1,1,2
636,0,0,1
637,0,1,4
638,0,1,2
639,1,0,1
640,0,1,7
641,0,0,4
642,1,0,2
643,0,0,1
644,1,0,2
645,1,0,1
646,1,0,3
647,0,0,1
648,1,1,1
649,1,1,1
650,1,0,1
651,0,0,1
652,1,1,4
653,0,0,1
654,1,0,2
655,1,1,1
656,0,1,3
657,1,0,1
658,0,0,8
659,1,0,1
660,0,1,4
661,1,1,4
662,0,0,2
663,1,0,1
664,0,0,2
665,0,0,1
666,0,0,1
667,0,0,1
668,1,1,6
669,0,1,3
670,0,1,1
671,1,1,1
672,1,1,3
673,1,1,1
674,0,1,2
675,1,1,2
676,1,0,1
677,0,1,4
678,1,1,2
679,0,1,3
680,0,0,1
681,1,0,1
682,0,1,4
683,1,0,3
684,1,0,1
685,1,0,1
686,0,0,2
687,1,0,5
688,1,1,3
689,0,0,2
690,0,1,4
691,1,1,3
692,0,1,3
693,0,0,1
694,1,0,2
695,0,1,2
696,0,0,2
697,1,1,1
698,0,0,1
699,0,1,4
700,0,0,2
701,0,1,4
702,0,1,2
703,0,0,1
704,1,0,4
705,0,1,6
706,1,0,8
707,1,1,4
708,0,0,8
709,1,1,1
710,1,0,4
711,1,1,3
712,1,0,2
713,0,1,4
714,0,1,3
715,1,0,1
716,0,0,4
717,1,0,1
718,1,1,5
719,1,1,2
720,0,0,5
721,1,0,3
722,1,0,3
723,1,0,1
724,0,0,1
725,0,1,3
726,0,1,7
727,0,0,1
728,1,1,3
729,1,1,1
730,0,0,5
731,0,0,2
732,0,0,5
733,1,0,1
734,1,1,4
735,0,0,3
736,1,0,5
737,1,0,1
738,1,1,5
739,0,1,4
740,0,0,3
741,1,1,2
742,1,0,1
743,1,1,3
744,0,1,4
745,0,0,1
746,1,0,2
747,1,1,5
748,1,0,1
749,1,0,3
750,1,0,1
751,0,0,1
752,1,0,1
753,0,0,1
754,1,1,1
755,0,0,1
756,0,1,4
757,1,0,1
758,0,0,1
759,1,0,1
760,1,0,4
761,0,1,5
762,1,0,2
763,0,0,1
764,1,1,2
765,1,1,3
766,1,0,1
767,1,1,2
768,0,0,1
769,1,1,1
770,0,1,5
771,1,0,1
772,0,1,5
773,1,0,3
774,1,1,2
775,0,1,2
776,0,1,6
777,0,1,5
778,0,0,2
779,0,1,6
780,1,1,1
781,0,1,3
782,0,1,3
783,0,1,4
784,1,0,1
785,0,1,4
786,0,1,7
787,1,1,1
788,0,1,3
789,1,0,1
790,0,0,1
791,0,0,4
792,1,1,3
793,0,0,1
794,1,0,1
795,0,0,1
796,0,0,1
797,0,0,1
798,0,0,2
799,1,1,2
800,0,0,2
801,1,1,2
802,0,0,2
803,1,1,3
804,1,1,3
805,0,0,3
806,0,1,3
807,1,1,6
808,0,1,6
809,1,0,5
810,0,0,2
811,1,1,4
812,0,1,3
813,1,1,4
814,1,1,1
815,1,1,1
816,1,1,2
817,1,1,5
818,0,0,1
819,1,1,3
820,1,1,2
821,1,1,3
822,0,1,3
823,1,1,4
824,0,1,8
825,1,1,4
826,1,1,1
827,1,0,7
828,1,1,2
829,0,0,4
830,1,1,1
831,0,0,1
832,0,0,1
833,0,0,2
834,1,1,7
835,0,0,2
836,0,0,2
837,0,1,3
838,0,0,1
839,1,1,2
840,0,0,14
841,1,1,2
842,0,0,4
843,1,0,2
844,1,0,4
845,1,1,4
846,0,0,2
847,0,0,3
848,0,1,2
849,0,1,5
850,1,0,6
851,0,0,2
852,1,0,1
853,1,0,1
854,0,0,7
855,1,0,3
856,0,1,6
857,0,1,5
858,0,0,10
859,0,0,1
860,1,0,1
861,0,1,2
862,1,1,2
863,0,0,3
864,1,0,6
865,1,1,2
866,1,0,1
867,1,1,2
868,1,1,3
869,0,0,3
870,1,0,1
871,1,1,6
872,0,0,1
873,1,0,3
874,1,0,2
875,1,0,1
876,0,0,2
877,1,1,3
878,0,0,2
879,1,1,3
880,0,0,2
881,1,0,3
882,1,0,2
883,0,0,1
884,1,1,1
885,0,1,3
886,1,0,1
887,1,1,1
888,1,0,1
889,1,1,2
890,1,0,1
891,0,0,2
892,1,0,2
893,1,0,1
894,1,1,1
895,1,1,4
896,0,1,5
897,1,0,2
898,0,1,5
899,1,0,1
900,1,1,2
901,1,0,4
902,1,0,1
903,1,0,1
904,1,1,2
905,1,0,1
906,0,0,3
907,0,1,3
908,0,1,10
909,1,0,1
910,1,0,1
911,0,0,1
912,0,0,1
913,0,0,3
914,1,0,2
915,0,1,4
916,1,1,2
917,0,0,5
918,0,1,4
919,0,0,3
920,1,1,4
921,0,1,5
922,1,1,1
923,0,1,2
924,1,0,3
925,0,1,3
926,1,0,1
927,0,1,4
928,0,1,3
929,1,0,2
930,1,1,2
931,0,0,2
932,1,0,3
933,0,0,1
934,1,0,4
935,0,1,4
936,0,0,1
937,1,1,1
938,0,0,1
939,1,0,3
940,0,1,4
941,1,0,1
942,1,0,4
943,1,0,2
944,1,1,2
945,1,0,2
946,0,0,1
947,1,0,1
948,1,0,2
949,0,1,2
950,1,0,2
951,1,0,1
952,0,1,3
953,0,1,3
954,0,1,5
955,1,1,1
956,0,1,4
957,0,1,2
958,0,0,2
959,1,0,1
960,0,1,4
961,0,1,4
962,0,1,3
963,0,1,3
964,1,1,1
965,0,1,3
966,0,0,4
967,0,0,3
968,1,1,5
969,0,0,1
970,0,1,4
971,0,0,1
972,1,1,2
973,0,1,6
974,0,1,2
975,0,0,2
976,0,0,2
977,0,1,5
978,1,1,4
979,0,0,1
980,0,0,2
981,0,0,4
982,0,1,4
983,0,0,1
984,0,1,1
985,1,1,1
986,0,0,1
987,0,0,1
988,1,1,3
989,0,0,1
990,0,1,3
991,1,0,1
992,1,0,3
993,1,0,1
994,0,0,1
995,0,0,1
996,1,1,3
997,0,1,4
998,1,1,3
999,1,0,5
