Subject,session,score
23,5,85
23,6,82
23,7,75
23,8,67
23,9,44
23,10,50
23,11,75
23,12,76
23,13,90
23,14,99
23,15,104
23,16,86
23,17,92
23,18,68
23,19,71
23,20,91
23,21,74
23,22,84
24,0,116
24,1,135
24,2,157
24,3,136
24,4,113
24,5,132
24,6,116
24,7,123
24,8,138
24,9,160
24,10,138
24,11,131
24,12,121
24,13,105
24,14,126
24,15,151
24,16,173
24,17,185
24,18,210
24,19,218
24,20,203
24,21,195
24,22,180
24,23,169
24,24,168
24,25,172
24,26,177
24,27,184
24,28,166
25,0,105
25,1,91
25,2,96
25,3,110
25,4,96
25,5,103
25,6,110
25,7,92
25,8,69
25,9,69
25,10,66
25,11,59
25,12,43
25,13,64
25,14,73
25,15,81
25,16,98
25,17,81
25,18,84
25,19,81
25,20,73
25,21,81
25,22,66
25,23,58
25,24,38
25,25,55
25,26,43
25,27,49
25,28,28
25,29,47
25,30,53
25,31,78
25,32,85
25,33,72
25,34,84
25,35,104
25,36,94
25,37,85
25,38,85
25,39,85
25,40,80
25,41,87
26,0,101
26,1,92
26,2,103
26,3,91
26,4,98
26,5,115
26,6,123
26,7,141
26,8,166
26,9,153
26,10,139
26,11,148
26,12,160
26,13,137
26,14,116
26,15,103
26,16,97
26,17,90
26,18,107
26,19,117
26,20,138
26,21,161
26,22,153
26,23,150
26,24,130
26,25,150
26,26,140
26,27,144
26,28,121
26,29,138
26,30,152
26,31,134
26,32,155
26,33,160
26,34,161
26,35,144
26,36,156
26,37,152
27,0,106
27,1,99
27,2,76
27,3,90
27,4,83
27,5,100
27,6,108
27,7,108
27,8,127
27,9,140
27,10,150
27,11,127
27,12,152
27,13,152
27,14,137
27,15,132
27,16,150
27,17,146
27,18,156
27,19,167
27,20,178
27,21,190
27,22,184
27,23,196
27,24,218
27,25,220
27,26,234
27,27,231
27,28,238
27,29,224
27,30,238
28,0,104
28,1,91
28,2,86
28,3,72
28,4,92
28,5,81
28,6,105
28,7,122
28,8,145
28,9,148
28,10,139
28,11,144
28,12,141
28,13,142
28,14,141
28,15,152
28,16,174
28,17,151
28,18,159
28,19,158
28,20,175
28,21,169
28,22,191
28,23,205
28,24,186
28,25,195
28,26,180
28,27,196
28,28,192
28,29,198
28,30,191
28,31,178
28,32,193
29,0,112
29,1,129
29,2,117
29,3,112
29,4,106
29,5,109
29,6,92
29,7,70
29,8,68
29,9,85
29,10,100
29,11,107
29,12,83
29,13,89
29,14,80
29,15,63
29,16,41
29,17,17
29,18,17
29,19,5
29,20,3
29,21,9
29,22,31
29,23,43
29,24,59
29,25,60
29,26,39
29,27,21
29,28,9
29,29,31
29,30,21
30,0,120
30,1,118
30,2,141
30,3,133
30,4,124
30,5,113
30,6,120
30,7,140
30,8,123
30,9,107
30,10,84
30,11,105
30,12,100
30,13,105
30,14,130
30,15,150
30,16,145
30,17,160
30,18,151
30,19,132
30,20,142
30,21,124
30,22,130
30,23,144
30,24,141
30,25,151
31,0,110
31,1,91
31,2,108
31,3,113
31,4,118
31,5,108
31,6,131
31,7,121
31,8,123
31,9,125
31,10,105
31,11,95
31,12,88
31,13,75
31,14,70
31,15,95
31,16,83
31,17,100
31,18,90
31,19,100
31,20,116
31,21,111
31,22,132
31,23,111
31,24,122
31,25,133
31,26,111
31,27,109
31,28,130
31,29,139
31,30,162
31,31,138
31,32,120
31,33,110
32,0,119
32,1,129
32,2,142
32,3,126
32,4,144
32,5,126
32,6,119
32,7,144
32,8,167
32,9,152
32,10,142
32,11,142
32,12,157
32,13,179
32,14,179
32,15,176
32,16,187
32,17,166
32,18,153
32,19,136
32,20,119
32,21,106
32,22,123
32,23,109
32,24,94
32,25,85
32,26,61
32,27,53
32,28,74
32,29,62
32,30,56
32,31,57
32,32,53
32,33,47
32,34,32
32,35,48
32,36,32
32,37,9
33,0,101
33,1,99
33,2,116
33,3,118
33,4,122
33,5,128
33,6,131
33,7,148
33,8,152
33,9,163
33,10,148
33,11,142
33,12,145
33,13,154
33,14,179
33,15,191
33,16,183
33,17,190
33,18,202
33,19,199
33,20,214
33,21,218
33,22,239
33,23,256
33,24,251
33,25,268
33,26,272
33,27,251
33,28,265
34,0,108
34,1,114
34,2,118
34,3,138
34,4,135
34,5,119
34,6,143
34,7,159
34,8,160
34,9,165
34,10,158
34,11,156
34,12,153
34,13,135
34,14,136
34,15,127
34,16,126
34,17,128
34,18,153
34,19,139
34,20,140
34,21,164
34,22,163
34,23,161
34,24,166
34,25,178
34,26,180
34,27,180
35,0,111
35,1,93
35,2,97
35,3,92
35,4,96
35,5,83
35,6,106
35,7,82
35,8,103
35,9,120
35,10,139
35,11,139
35,12,118
35,13,136
35,14,135
35,15,121
35,16,102
35,17,114
35,18,125
35,19,142
35,20,128
35,21,132
35,22,127
35,23,131
35,24,143
35,25,119
35,26,127
35,27,133
35,28,122
35,29,101
35,30,78
35,31,94
35,32,72
35,33,60
35,34,81
35,35,71
35,36,93
35,37,80
35,38,63
35,39,48
35,40,40
35,41,24
35,42,35
36,0,106
36,1,123
36,2,129
36,3,109
36,4,130
36,5,137
36,6,145
36,7,123
36,8,126
36,9,104
36,10,118
36,11,143
36,12,139
36,13,121
36,14,134
36,15,143
36,16,164
36,17,155
36,18,169
36,19,169
36,20,171
36,21,155
36,22,174
36,23,176
36,24,173
36,25,177
36,26,154
36,27,155
36,28,175
36,29,163
36,30,169
36,31,156
37,0,111
37,1,99
37,2,85
37,3,67
37,4,66
37,5,48
37,6,29
37,7,46
37,8,69
37,9,70
37,10,64
37,11,48
37,12,33
37,13,32
37,14,26
37,15,31
37,16,14
37,17,24
37,18,22
37,19,14
37,20,24
37,21,0
37,22,10
37,23,0
37,24,-2
37,25,-8
37,26,17
37,27,18
37,28,38
37,29,25
37,30,36
37,31,57
37,32,70
37,33,56
37,34,80
37,35,103
37,36,98
37,37,102
37,38,118
37,39,99
38,0,114
38,1,117
38,2,99
38,3,96
38,4,111
38,5,92
38,6,99
38,7,113
38,8,119
38,9,112
38,10,114
38,11,107
38,12,97
38,13,81
38,14,73
38,15,58
38,16,39
38,17,33
38,18,17
38,19,-6
38,20,-21
38,21,-33
38,22,-29
38,23,-50
38,24,-68
38,25,-60
38,26,-67
38,27,-67
38,28,-91
38,29,-88
39,0,109
39,1,99
39,2,99
39,3,99
39,4,109
39,5,108
39,6,85
39,7,105
39,8,106
39,9,120
39,10,119
39,11,118
39,12,110
39,13,88
39,14,84
39,15,93
39,16,87
39,17,77
39,18,61
39,19,63
39,20,80
39,21,57
39,22,69
39,23,83
39,24,61
39,25,69
39,26,83
39,27,92
40,0,109
40,1,113
40,2,104
40,3,114
40,4,128
40,5,116
40,6,123
40,7,120
40,8,102
40,9,118
40,10,140
40,11,126
40,12,148
40,13,125
40,14,117
40,15,102
40,16,111
40,17,130
40,18,153
40,19,176
40,20,189
40,21,200
40,22,210
40,23,213
40,24,189
40,25,210
40,26,207
40,27,196
40,28,183
41,0,114
41,1,128
41,2,125
41,3,142
41,4,140
41,5,162
41,6,185
41,7,196
41,8,188
41,9,204
41,10,202
41,11,181
41,12,160
41,13,173
41,14,175
41,15,200
41,16,220
41,17,207
41,18,208
41,19,205
41,20,205
41,21,198
41,22,182
41,23,164
41,24,171
41,25,152
41,26,176
41,27,162
41,28,153
42,0,115
42,1,127
42,2,112
42,3,108
42,4,118
42,5,128
42,6,125
42,7,128
42,8,147
42,9,161
42,10,137
42,11,154
42,12,172
42,13,197
42,14,210
42,15,205
42,16,191
42,17,186
42,18,211
42,19,194
42,20,215
42,21,236
42,22,213
42,23,231
42,24,226
42,25,235
42,26,222
42,27,229
42,28,218
42,29,213
42,30,228
43,0,100
43,1,99
43,2,103
43,3,81
43,4,76
43,5,69
43,6,62
43,7,54
43,8,71
43,9,67
43,10,47
43,11,57
43,12,76
43,13,65
43,14,86
43,15,108
43,16,85
43,17,91
43,18,83
43,19,72
43,20,56
43,21,40
43,22,38
43,23,37
43,24,48
43,25,56
43,26,65
43,27,86
43,28,80
43,29,72
44,0,109
44,1,88
44,2,67
44,3,61
44,4,63
44,5,83
44,6,107
44,7,86
44,8,77
44,9,97
44,10,87
44,11,86
44,12,62
44,13,57
44,14,45
44,15,61
44,16,38
44,17,39
44,18,22
44,19,27
44,20,47
44,21,50
44,22,66
44,23,67
44,24,89
44,25,91
44,26,105
44,27,116
44,28,141
44,29,151
44,30,147
44,31,150
44,32,172
44,33,164
44,34,177
45,0,101
45,1,116
45,2,123
45,3,139
45,4,117
45,5,101
45,6,91
45,7,75
45,8,94
45,9,81
45,10,59
45,11,39
45,12,33
45,13,42
45,14,59
45,15,46
45,16,71
45,17,89
45,18,66
45,19,71
45,20,94
45,21,94
45,22,90
45,23,113
45,24,116
45,25,121
45,26,141
45,27,119
45,28,143
45,29,161
45,30,149
45,31,139
45,32,120
45,33,114
45,34,93
45,35,74
45,36,80
45,37,58
45,38,40
46,0,113
46,1,106
46,2,106
46,3,114
46,4,106
46,5,119
46,6,132
46,7,116
46,8,112
46,9,104
46,10,117
46,11,141
46,12,147
46,13,126
46,14,146
46,15,153
46,16,148
46,17,159
46,18,154
46,19,142
46,20,149
46,21,152
46,22,142
46,23,163
46,24,142
46,25,134
46,26,111
46,27,133
46,28,144
46,29,149
46,30,153
46,31,164
46,32,186
46,33,193
47,0,109
47,1,96
47,2,90
47,3,81
47,4,94
47,5,89
47,6,104
47,7,129
47,8,136
47,9,125
47,10,104
47,11,92
47,12,78
47,13,62
47,14,71
47,15,50
47,16,32
47,17,32
47,18,10
47,19,18
47,20,10
47,21,9
47,22,9
47,23,15
47,24,34
47,25,29
47,26,10
47,27,33
47,28,28
47,29,14
47,30,7
47,31,30
47,32,12
47,33,-7
48,0,108
48,1,100
48,2,83
48,3,76
48,4,57
48,5,64
48,6,89
48,7,68
48,8,89
48,9,101
48,10,121
48,11,122
48,12,122
48,13,139
48,14,118
48,15,117
48,16,94
48,17,76
48,18,77
48,19,77
48,20,87
48,21,88
48,22,78
48,23,87
48,24,66
48,25,74
48,26,52
48,27,57
48,28,35
48,29,34
48,30,54
48,31,48
48,32,26
48,33,48
48,34,48
48,35,35
48,36,19
49,0,102
49,1,119
49,2,128
49,3,113
49,4,103
49,5,106
49,6,116
49,7,94
49,8,99
49,9,120
49,10,106
49,11,85
49,12,104
49,13,81
49,14,75
49,15,59
49,16,81
49,17,85
49,18,76
49,19,81
49,20,62
49,21,61
49,22,48
49,23,34
49,24,56
49,25,67
49,26,53
49,27,36
49,28,59
49,29,67
49,30,44
49,31,65
49,32,50
49,33,50
49,34,55
49,35,66
50,0,117
50,1,115
50,2,122
50,3,122
50,4,99
50,5,116
50,6,139
50,7,153
50,8,164
50,9,176
50,10,161
50,11,144
50,12,145
50,13,164
50,14,153
50,15,155
50,16,134
50,17,141
50,18,122
50,19,111
50,20,94
50,21,111
50,22,100
50,23,109
50,24,116
50,25,135
50,26,146
50,27,151
50,28,127
50,29,135
50,30,145
50,31,160
51,0,104
51,1,84
51,2,76
51,3,86
51,4,103
51,5,89
51,6,70
51,7,90
51,8,103
51,9,123
51,10,126
51,11,151
51,12,138
51,13,148
51,14,167
51,15,174
51,16,161
51,17,164
51,18,176
51,19,171
51,20,161
51,21,160
51,22,151
51,23,128
51,24,139
51,25,158
51,26,137
51,27,123
51,28,110
51,29,88
51,30,92
51,31,71
51,32,66
51,33,74
51,34,57
51,35,77
51,36,94
51,37,110
51,38,129
52,0,120
52,1,119
52,2,126
52,3,133
52,4,137
52,5,122
52,6,111
52,7,132
52,8,137
52,9,143
52,10,155
52,11,134
52,12,131
52,13,115
52,14,106
52,15,117
52,16,93
52,17,92
52,18,83
52,19,73
52,20,84
52,21,89
52,22,97
52,23,120
52,24,130
52,25,122
52,26,106
52,27,87
52,28,71
52,29,64
52,30,47
53,0,103
53,1,128
53,2,142
53,3,133
53,4,131
53,5,127
53,6,105
53,7,103
53,8,96
53,9,111
53,10,133
53,11,153
53,12,134
53,13,132
53,14,127
53,15,127
53,16,107
53,17,105
53,18,110
53,19,117
53,20,115
53,21,138
53,22,150
53,23,158
53,24,154
53,25,140
53,26,151
53,27,144
53,28,135
53,29,121
53,30,111
53,31,136
53,32,120
54,0,117
54,1,127
54,2,129
54,3,136
54,4,119
54,5,133
54,6,142
54,7,131
54,8,154
54,9,163
54,10,164
54,11,187
54,12,202
54,13,188
54,14,181
54,15,163
54,16,156
54,17,163
54,18,168
54,19,180
54,20,160
54,21,154
54,22,175
54,23,172
54,24,184
54,25,170
55,0,113
55,1,133
55,2,111
55,3,87
55,4,65
55,5,81
55,6,68
55,7,85
55,8,89
55,9,83
55,10,72
55,11,51
55,12,71
55,13,62
55,14,58
55,15,69
55,16,91
55,17,77
55,18,94
55,19,77
55,20,102
55,21,117
55,22,120
55,23,138
55,24,114
56,0,109
56,1,123
56,2,140
56,3,133
56,4,153
56,5,177
56,6,200
56,7,192
56,8,183
56,9,191
56,10,198
56,11,219
56,12,207
56,13,195
56,14,194
56,15,217
56,16,204
56,17,221
56,18,230
56,19,243
56,20,235
56,21,243
56,22,223
56,23,233
56,24,240
56,25,240
56,26,236
56,27,231
56,28,229
56,29,235
56,30,258
56,31,278
57,0,101
57,1,119
57,2,113
57,3,126
57,4,116
57,5,137
57,6,129
57,7,144
57,8,148
57,9,157
57,10,150
57,11,151
57,12,167
57,13,179
57,14,180
57,15,158
57,16,182
57,17,177
57,18,175
57,19,172
57,20,197
57,21,184
57,22,205
57,23,200
57,24,215
57,25,218
57,26,204
57,27,193
57,28,207
57,29,183
58,0,112
58,1,94
58,2,87
58,3,87
58,4,92
58,5,89
58,6,82
58,7,89
58,8,104
58,9,103
58,10,110
58,11,134
58,12,129
58,13,134
58,14,124
58,15,108
58,16,123
58,17,102
58,18,95
58,19,91
58,20,104
58,21,98
58,22,112
59,0,119
59,1,131
59,2,149
59,3,133
59,4,145
59,5,138
59,6,152
59,7,172
59,8,197
59,9,202
59,10,195
59,11,182
59,12,173
59,13,186
59,14,197
59,15,200
59,16,191
59,17,182
59,18,167
59,19,192
59,20,213
59,21,204
59,22,187
59,23,164
59,24,166
59,25,176
59,26,185
59,27,188
59,28,175
59,29,177
59,30,163
59,31,139
59,32,149
59,33,145
59,34,167
59,35,189
59,36,190
59,37,177
60,0,114
60,1,92
60,2,116
60,3,111
60,4,114
60,5,117
60,6,113
60,7,97
60,8,108
60,9,125
60,10,103
60,11,80
60,12,63
60,13,82
60,14,63
60,15,45
60,16,37
60,17,23
60,18,34
60,19,32
60,20,51
60,21,49
60,22,30
60,23,25
60,24,15
60,25,30
60,26,10
60,27,0
60,28,-10
60,29,11
60,30,-10
60,31,-24
60,32,-41
60,33,-30
60,34,-26
60,35,-48
60,36,-52
61,0,113
61,1,138
61,2,149
61,3,155
61,4,178
61,5,171
61,6,184
61,7,181
61,8,204
61,9,222
61,10,237
61,11,234
61,12,228
61,13,244
61,14,222
61,15,242
61,16,233
61,17,229
61,18,248
61,19,271
61,20,253
61,21,245
61,22,270
61,23,289
61,24,308
61,25,322
61,26,325
61,27,342
61,28,324
61,29,313
61,30,318
61,31,318
61,32,305
61,33,296
61,34,312
61,35,330
61,36,349
61,37,345
61,38,325
61,39,338
61,40,328
61,41,352
61,42,360
62,0,119
62,1,126
62,2,102
62,3,81
62,4,96
62,5,95
62,6,116
62,7,93
62,8,98
62,9,103
62,10,107
62,11,99
62,12,75
62,13,60
62,14,51
62,15,51
62,16,58
62,17,73
62,18,70
62,19,50
62,20,54
62,21,77
62,22,68
62,23,62
62,24,84
62,25,68
62,26,77
62,27,97
62,28,100
62,29,85
62,30,99
63,0,110
63,1,87
63,2,111
63,3,110
63,4,92
63,5,102
63,6,124
63,7,119
63,8,143
63,9,155
63,10,177
63,11,174
63,12,184
63,13,196
63,14,194
63,15,199
63,16,207
63,17,195
63,18,203
63,19,198
63,20,174
63,21,160
63,22,164
63,23,188
63,24,213
63,25,202
63,26,209
63,27,232
63,28,247
64,0,112
64,1,89
64,2,77
64,3,64
64,4,40
64,5,59
64,6,81
64,7,65
64,8,56
64,9,74
64,10,55
64,11,60
64,12,40
64,13,17
64,14,24
64,15,46
64,16,24
64,17,34
64,18,15
64,19,36
64,20,18
64,21,5
64,22,6
64,23,-6
64,24,-22
64,25,-23
64,26,-27
64,27,-34
64,28,-47
64,29,-39
64,30,-17
64,31,-22
64,32,-12
64,33,8
64,34,-6
64,35,11
65,0,104
65,1,109
65,2,108
65,3,113
65,4,95
65,5,76
65,6,67
65,7,63
65,8,80
65,9,56
65,10,50
65,11,28
65,12,9
65,13,-5
65,14,1
65,15,-23
65,16,-20
65,17,-41
65,18,-61
65,19,-45
65,20,-60
65,21,-73
65,22,-83
65,23,-96
65,24,-114
65,25,-103
65,26,-100
65,27,-97
65,28,-99
65,29,-84
65,30,-78
65,31,-70
65,32,-78
65,33,-63
65,34,-80
65,35,-58
65,36,-52
65,37,-31
65,38,-12
66,0,107
66,1,90
66,2,109
66,3,124
66,4,127
66,5,152
66,6,177
66,7,186
66,8,183
66,9,186
66,10,178
66,11,160
66,12,173
66,13,159
66,14,141
66,15,126
66,16,150
66,17,163
66,18,177
66,19,196
66,20,203
66,21,218
66,22,214
66,23,208
66,24,227
66,25,223
66,26,220
66,27,215
67,0,111
67,1,136
67,2,129
67,3,141
67,4,150
67,5,164
67,6,158
67,7,158
67,8,157
67,9,142
67,10,137
67,11,120
67,12,106
67,13,121
67,14,143
67,15,159
67,16,169
67,17,174
67,18,170
67,19,191
67,20,208
67,21,206
67,22,187
67,23,210
67,24,212
67,25,197
67,26,201
67,27,194
67,28,195
67,29,218
67,30,229
67,31,217
67,32,230
67,33,242
67,34,233
67,35,234
67,36,255
68,0,114
68,1,122
68,2,99
68,3,109
68,4,127
68,5,104
68,6,125
68,7,116
68,8,103
68,9,103
68,10,110
68,11,107
68,12,111
68,13,128
68,14,121
68,15,100
68,16,84
68,17,101
68,18,93
68,19,74
68,20,51
68,21,51
68,22,50
68,23,36
68,24,43
68,25,54
68,26,42
68,27,33
68,28,37
68,29,45
68,30,31
69,0,119
69,1,103
69,2,89
69,3,72
69,4,70
69,5,55
69,6,56
69,7,66
69,8,63
69,9,80
69,10,90
69,11,96
69,12,115
69,13,94
69,14,78
69,15,82
69,16,61
69,17,63
69,18,43
69,19,42
69,20,45
69,21,47
69,22,28
69,23,4
69,24,29
69,25,47
69,26,34
69,27,12
69,28,-1
69,29,-24
69,30,-9
69,31,-23
69,32,-33
69,33,-40
70,0,118
70,1,138
70,2,151
70,3,176
70,4,184
70,5,191
70,6,186
70,7,204
70,8,187
70,9,171
70,10,194
70,11,197
70,12,191
70,13,182
70,14,203
70,15,209
70,16,201
70,17,193
70,18,181
70,19,162
70,20,181
70,21,194
70,22,210
70,23,235
70,24,252
70,25,229
70,26,219
70,27,238
70,28,249
70,29,239
70,30,223
70,31,205
71,0,100
71,1,86
71,2,105
71,3,85
71,4,72
71,5,92
71,6,114
71,7,133
71,8,130
71,9,115
71,10,131
71,11,129
71,12,144
71,13,130
71,14,123
71,15,140
71,16,145
71,17,167
71,18,177
71,19,201
71,20,218
71,21,215
71,22,225
71,23,238
71,24,249
71,25,249
71,26,274
71,27,273
71,28,261
71,29,245
71,30,264
71,31,263
71,32,269
72,0,106
72,1,88
72,2,73
72,3,49
72,4,49
72,5,54
72,6,74
72,7,94
72,8,78
72,9,63
72,10,71
72,11,75
72,12,65
72,13,57
72,14,49
72,15,70
72,16,68
72,17,78
72,18,84
72,19,83
72,20,73
72,21,57
72,22,37
72,23,47
72,24,55
72,25,73
72,26,79
72,27,104
73,0,117
73,1,131
73,2,113
73,3,125
73,4,126
73,5,125
73,6,112
73,7,133
73,8,130
73,9,143
73,10,152
73,11,160
73,12,154
73,13,144
73,14,136
73,15,141
73,16,125
73,17,119
73,18,122
73,19,108
73,20,121
73,21,124
73,22,142
73,23,146
73,24,149
73,25,139
73,26,118
73,27,142
73,28,153
73,29,131
73,30,120
73,31,98
73,32,94
73,33,99
73,34,117
74,0,120
74,1,109
74,2,101
74,3,89
74,4,114
74,5,102
74,6,91
74,7,92
74,8,106
74,9,85
74,10,62
74,11,68
74,12,57
74,13,59
74,14,45
74,15,55
74,16,57
74,17,61
74,18,70
74,19,89
74,20,95
74,21,88
74,22,66
74,23,74
74,24,65
74,25,75
74,26,97
74,27,78
74,28,69
74,29,57
74,30,49
74,31,56
